seller_n-1_address,transaction_count,active_period,total_value,total_gasUsed,avg_gasPrice,avg_gasLimit,rolling_avg_value_last10,rolling_std_value_last10
0x15f7320adb990020956d29edb6ba17f3d468001e,6678,1670.6801273148149,8714.374788689976,1095302150,88802554526.98712,230142.6247379455,0.72,2.094182418033348
0x47380e281612f7194d363447cd346bb0764d304b,83,1430.0962962962963,1732.124962215,11405868,74995189646.78313,176133.85542168675,21.79,48.20100517624088
0x2ab432f41a91a5973f1bd6f7d07f38b13fabae02,1500,1463.1060069444445,468.3867332208506,186325924,78567173844.66667,174320.44133333332,0.3379989546285774,0.7904781845830743
0x29bf5c23bbece3f417c3dbe62640a855a7c68de9,6,93.64306712962963,134.36813483850366,365990,18652233431.0,130513.0,22.39468913975061,31.72996825230776
0x0ca3a3b144148642f68b88bded521ce637db8f3e,677,1457.2228703703704,106.06212489286023,80275451,70073634626.75185,151521.0694239291,0.01799871463286664,0.031733608048953324
0x5433783d8baaf8d9138f5886ad4ef1027a037856,16,1054.2694791666668,388.92389302030966,2047445,93944605250.0625,149282.3125,13.790949849690747,41.27456555779974
0x37fabbfaf80501c68ee77625d620d6501b35417e,972,1779.6796064814814,1129.222247250154,160523533,132402516322.29424,249112.22119341564,0.30833000000000005,0.5459667756374924
0xac32967007909f5b312557e4909cb73a3dea3d8d,5594,1138.7635763888889,6240.574499934717,734704719,26404533044.270824,171350.81641043976,0.1207959,0.10780120579423033
0xd49d7f4b390169c80f13a828198fdf6adb7aa206,657,1278.3817476851852,241.13616919862585,73267988,48556806506.93607,151248.32115677322,1.2767005951877262,1.8517195800846358
0xaa6cf69363884d51bee94037e8478bb4f666c498,493,924.0066087962963,293.20639087740483,62802124,11924230663.58215,154961.10344827586,0.024394153130102958,0.05114080843174038
0xe47e1ac440a31a8c77c825cf30d9a91f6352bc84,7975,1456.9105902777778,7494.472021460152,919470721,37560624461.20878,158443.57655172414,0.7513878015441502,2.249538369441834
0xb08f95dbc639621dbaf48a472ae8fce0f6f56a6e,10000,2649.1893055555556,2340.8773651928605,1572458621,23920747594.0562,255837.1154,0.2671708826320719,0.48307916341234425
